28395 28095 37929 79517 102277
wallingford 0 0 0 1 1
list 2 7 1 25 15
technodyn 0 0 0 0 3
14105 1 0 0 0 1
192 0 2 0 0 16
panama 0 1 0 1 0
asiapacif 1 1 2 0 0
exposur 0 0 3 2 9
opinion 1 2 5 4 13
antiship 4 0 0 0 0
weisfield 0 0 0 0 2
indefinit 8 1 0 3 2
secondquart 0 0 1 0 2
pendleton 0 0 0 2 0
817 0 0 0 0 7
disburs 0 0 2 0 0
sympathet 2 1 0 0 0
559 1 0 0 0 5
loral 0 0 0 3 0
santo 12 0 0 6 3
academi 0 0 0 0 2
338 0 1 2 2 6
grand 0 0 0 3 2
265000 0 0 0 0 3
home 4 14 2 32 25
ameron 0 0 0 1 2
widespread 2 6 11 0 0
953 0 0 0 0 6
distort 1 2 3 2 1
undergo 2 0 0 0 1
reuterm 0 0 1 2 1
658159 0 0 0 0 3
895 0 0 0 0 2
common 6 5 13 332 135
563000 0 0 0 1 3
trump 0 0 0 10 1
threshold 0 0 0 2 1
subsystem 0 0 0 2 0
forgotten 0 1 1 0 0
752234 0 0 0 0 2
taker 0 0 1 1 0
wait 7 8 8 10 2
5000 2 5 2 4 3
533 1 0 0 0 1
pad 1 0 0 0 1
billion 56 29 171 135 341
toll 1 3 0 1 3
12point 5 0 1 0 0
australasian 0 0 2 0 0
870000 1 1 0 1 4
ltcbsi 0 0 0 2 0
leasehold 1 0 0 3 2
ltst 2 0 0 0 1
problem 17 21 37 13 29
remark 6 4 26 2 3
2764 0 0 0 0 2
ltshon 0 0 0 0 3
ltfrn 0 0 0 1 1
law 7 11 2 46 20
lybrand 0 0 0 0 2
spawn 0 0 1 1 0
186000 0 1 0 0 3
face 18 12 19 11 20
beckett 0 0 0 0 2
budgetari 1 0 1 0 1
lthan 0 0 0 5 0
980000 0 2 0 0 2
chiefli 0 0 1 0 1
cumul 2 8 1 11 12
grove 0 2 0 1 0
ltrev 0 0 0 3 2
privatis 0 0 0 11 3
residu 13 1 1 0 1
211 1 4 0 0 19
compo 0 0 0 1 2
drexel 0 2 0 13 7
suspicion 0 0 0 2 1
ltcdn 0 0 0 6 0
909 0 0 0 1 1
460000 0 0 0 0 2
zhejiang 0 3 1 0 0
730 0 0 0 0 2
foxcroft 0 0 0 2 0
increas 77 73 60 116 282
quo 1 0 0 0 1
mcalpin 0 0 0 3 0
40mln 2 0 0 0 0
cairo 0 1 0 1 1
goldstein 0 0 0 2 0
headi 2 0 0 0 0
conclus 1 2 2 6 0
chosen 1 0 1 2 0
tektronix 0 0 0 0 3
infinit 0 0 0 0 2
ltaec 0 0 0 0 2
recept 0 1 1 2 1
certifi 0 1 0 1 0
materi 3 4 0 40 21
kong 0 4 4 17 15
even 20 20 32 22 18
commmon 0 0 0 1 1
delay 7 14 10 18 22
612yearold 2 0 0 0 0
one 106 74 141 249 418
ward 0 0 1 3 1
494000 0 0 0 0 2
ltacig 0 0 0 0 2
1307000 0 0 0 0 2
ltpeter 0 0 0 0 2
tourist 0 0 1 0 2
836 1 0 0 0 3
ltaylll 0 0 0 2 0
sa 7 1 0 32 12
diagnost 0 0 0 8 2
petroleo 15 0 0 0 0
assam 2 0 0 0 0
2300000 0 0 0 0 5
midmississippi 0 3 0 0 0
1176 0 2 0 0 3
nation 55 42 131 90 64
easi 2 1 3 1 2
wilkinson 0 0 0 2 1
peabodi 0 0 0 15 6
556000 0 0 0 0 2
mobil 15 0 0 3 9
annesley 0 0 0 2 0
577000 0 0 0 0 2
147000 0 0 0 0 2
welltim 0 1 1 0 0
ltcec 0 0 0 0 2
efficaci 0 0 2 0 0
1325 0 0 0 3 2
frozen 3 1 1 2 3
perman 4 4 3 1 3
198 0 2 0 3 17
either 3 4 13 30 3
flourbas 0 0 0 2 0
barreto 0 2 0 0 0
true 1 1 1 7 3
conagra 0 0 0 3 3
monday 6 7 22 21 5
ineffect 0 0 4 1 0
titanium 0 0 0 2 0
ltrjr 0 0 0 2 0
sovereignti 1 0 4 0 0
handel 0 0 1 0 1
1011 0 0 0 0 2
362 1 0 0 1 4
flareup 0 0 2 0 0
somewher 0 2 1 0 0
85000 0 0 0 1 5
mcdonald 0 0 0 1 3
61763 0 0 0 0 2
observ 3 2 2 0 0
armi 4 1 0 1 0
1492000 0 0 0 0 2
1495 4 0 0 0 0
2330000 0 0 0 0 2
435000 0 0 0 1 2
ltgener 0 0 0 5 1
distanc 2 0 0 1 7
pref 0 0 0 0 2
parliamentari 2 0 13 2 0
tennesse 0 1 0 2 1
format 4 1 2 8 1
magnet 0 0 0 4 2
237 0 1 0 1 12
tin 1 1 0 0 2
chancellor 3 0 16 0 0
375000 0 1 0 0 2
holt 0 0 0 1 2
iraniraq 5 0 0 0 0
1987000 0 0 0 0 2
1968 2 0 0 0 0
arden 0 0 0 3 1
bayou 0 0 0 4 0
2600000 0 1 0 1 4
695 0 0 0 1 1
kaiser 0 0 0 3 0
qualifi 7 1 0 4 18
nasdaq 0 0 0 5 4
228000 0 2 0 0 2
476000 0 0 0 0 3
member 48 28 25 58 9
greenbaum 0 0 2 0 0
hre 0 0 0 0 3
contract 40 21 18 27 22
spark 3 7 1 2 1
1006 0 0 0 0 2
baie 0 0 0 2 0
rata 0 0 0 2 0
texa 43 5 0 36 18
mcgill 0 0 0 2 0
santa 3 5 0 17 3
habit 0 0 3 0 0
ltnation 0 0 1 5 4
retail 2 0 3 35 26
1500 1 6 0 1 3
stun 0 0 2 0 0
activ 15 22 32 49 51
entertain 0 0 1 18 10
ltnhyol 2 0 0 0 0
ltckghhk 0 0 0 0 2
replac 8 4 14 14 14
lieberman 0 0 0 1 1
cashway 0 0 0 0 2
343000 0 0 0 0 2
downgrad 0 1 0 4 1
instanc 1 0 4 1 1
cocacola 0 0 0 3 0
1980 6 5 3 4 4
iv 0 2 0 13 0
driven 0 2 2 0 0
parallel 0 0 3 1 0
onehundredth 0 0 0 2 1
ltbl 0 0 0 1 1
saga 2 0 0 0 0
418000 0 1 0 0 2
342 0 0 0 2 12
andr 0 0 0 4 0
sizeabl 0 0 4 1 3
627000 0 0 0 0 2
ltoxi 4 0 0 2 0
ito 0 0 0 3 0
debt 19 2 34 69 102
colgatepalmol 0 0 0 0 2
comtech 0 0 0 2 1
postworld 1 0 3 0 0
fast 0 0 4 7 6
645 1 0 0 1 6
wmx 0 0 0 2 0
meteorologist 0 4 0 0 0
ltklma 0 0 0 5 0
minu 1 7 2 0 0
macaroni 0 0 0 2 0
aftertax 0 0 0 7 20
378000 0 0 0 0 2
ltlyoepa 0 0 0 0 2
medar 0 0 0 1 2
sweet 14 1 0 0 1
2658692 0 0 0 0 2
repres 24 28 21 71 39
bbc 2 0 0 0 3
monopoli 3 5 1 8 0
538000 0 0 0 0 2
25 35 32 39 79 182
focu 0 3 6 12 4
4050 0 0 0 4 1
700 1 2 9 2 9
ltplt 0 0 0 1 2
outweigh 1 0 3 1 1
andrea 5 0 0 0 0
undercut 0 1 1 0 0
aramco 2 0 0 0 0
fault 1 1 3 0 0
105000 0 0 0 0 2
1285000 0 0 0 0 2
alert 1 0 0 1 0
12month 0 1 0 0 1
portsmouth 0 0 0 2 0
guidelin 0 0 5 1 4
persist 2 3 3 0 2
lttmo 0 0 0 2 0
task 4 2 1 0 0
soil 0 6 0 0 0
demonstr 1 1 1 2 0
256000 0 0 0 0 2
carmel 0 0 0 0 2
lead 15 12 45 32 24
buffer 0 3 0 0 0
yeartod 5 0 0 0 1
stop 10 10 18 11 5
2015 0 0 0 1 1
durham 0 0 0 0 2
1464050 0 0 2 0 0
penney 0 0 0 1 3
1616 1 0 0 0 2
help 53 30 90 27 28
deutsch 0 0 4 4 6
4001000 0 0 0 0 2
alliedsign 0 0 0 6 2
propaganda 2 0 0 1 0
there 2 7 6 12 4
disclos 3 2 3 138 14
disagre 1 1 2 2 0
follow 35 42 28 75 35
gave 16 15 17 28 14
r 2 0 0 4 3
afford 3 2 2 0 1
resum 11 3 6 4 11
stabl 10 1 28 1 6
gobert 1 0 0 1 0
shed 0 0 3 1 0
kistler 0 0 0 3 0
1356 0 0 0 0 2
stock 43 32 29 448 379
rye 0 2 0 0 0
aslambeck 0 0 0 2 0
redress 0 0 5 0 0
franc 6 13 78 30 50
keep 16 12 32 14 4
dale 0 3 0 1 0
9883000 0 0 0 0 2
seal 0 0 0 3 1
ltbaygf 0 0 0 0 2
pl 0 7 0 0 0
14404 0 0 0 0 2
presidentfin 0 0 0 0 2
alloc 4 2 15 3 5
1440000 0 0 0 0 2
taftlttfb 0 0 0 2 0
ghiringhelli 0 0 0 0 2
690 0 2 0 0 1
3256 0 1 0 0 1
perfect 0 1 0 1 0
ctsbbl 6 0 0 0 0
payabl 0 0 1 16 240
picken 2 0 1 3 1
havent 0 5 2 1 1
proport 1 2 4 5 2
84 2 5 0 9 21
campbel 0 0 1 1 9
novamin 0 0 0 3 0
gardner 0 0 0 3 0
thompson 0 0 0 0 2
ltjpm 0 0 0 0 2
lthum 0 0 0 1 2
carolin 0 0 0 2 0
mca 0 2 0 7 1
tonight 4 5 1 6 0
brookehil 0 0 0 2 0
numer 0 1 0 4 1
built 6 2 1 1 5
med 1 1 0 0 2
increa 0 1 0 1 0
onic 0 5 0 0 0
massachusett 0 0 0 2 3
ltnent 0 0 0 0 2
pioneer 1 0 2 6 1
4036000 0 0 0 0 2
472 1 0 0 1 7
microcomput 0 0 0 2 0
earlier 43 50 63 106 144
indi 0 0 0 2 0
ltaa 0 0 0 1 1
molder 0 0 0 2 0
research 18 4 7 23 24
wendi 0 0 0 5 2
complex 9 2 2 6 6
vienna 4 0 1 1 1
1048 0 0 0 2 1
3600000 0 0 0 2 4
san 3 3 0 22 5
della 0 0 0 0 2
161000 0 0 0 0 7
bv 0 0 0 7 1
4218 0 0 0 2 0
agrico 0 0 0 1 1
520000 0 2 0 0 1
rand 0 0 1 1 9
timberland 0 0 0 1 1
overwhelmingli 0 0 0 2 0
bumpei 0 0 2 0 0
531 1 0 0 0 2
mislead 3 0 0 4 1
ltgmed 0 0 0 0 2
platinum 2 0 0 1 0
insolv 0 0 0 2 1
2095 0 0 0 1 1
eugen 1 1 0 0 1
agreement 33 39 123 316 43
usx 6 0 0 3 0
deputi 15 12 7 3 2
152 1 6 6 3 28
kgaa 0 0 0 4 1
practic 2 5 6 10 5
ltastral 0 0 0 5 0
gsm103 0 4 0 0 0
boveri 0 0 0 0 3
collect 0 5 1 4 2
bro 0 0 0 5 0
outlin 2 6 5 9 3
regim 4 0 1 0 0
299 0 9 1 2 7
ltlear 0 0 0 2 0
263 0 2 0 2 11
reconsider 0 0 0 3 0
midnight 0 0 0 18 0
9099767 0 0 0 0 2
governor 2 2 41 3 1
4573000 0 0 0 0 3
coleman 0 0 0 0 2
white 15 7 3 9 0
ltmcri 0 0 0 0 2
loan 21 25 25 78 91
888 0 0 0 0 2
danger 4 2 9 0 1
ltsoi 0 0 0 3 1
northwest 4 7 0 6 5
staf 0 0 0 1 3
puzzl 0 1 0 1 0
1683000 0 0 0 0 3
venezuela 24 3 0 0 1
tobago 1 0 0 0 1
ethiopia 0 2 1 0 0
chief 8 2 21 67 42
7eleven 0 0 0 1 1
japan 8 20 148 42 23
833000 0 0 0 0 2
lthii 0 0 0 1 1
discourag 1 4 3 3 0
1010 0 0 0 0 3
oil 320 19 16 66 102
141000 0 0 0 0 2
610 0 0 0 2 4
hemdal 0 0 0 2 0
left 7 9 15 13 5
toler 0 1 6 1 0
5055 0 0 0 1 1
polaroid 0 0 0 1 1
timber 1 0 0 1 3
11 15 16 16 42 189
ltstatol 3 0 0 0 0
315 0 1 1 0 10
250 3 9 13 13 28
ltchic 0 0 0 0 2
remot 2 1 0 1 0
greet 1 0 1 2 1
ltbsii 0 0 0 0 2
154 3 3 3 6 22
depend 24 15 17 26 23
tumbl 0 1 1 0 1
ltvalley 0 0 0 2 0
categor 0 0 0 1 1
734609 0 0 0 0 2
ltdr 0 0 0 4 0
yorkshir 0 0 0 2 0
alkhalifa 6 0 0 0 0
4711000 0 0 0 0 2
1999 0 0 0 1 1
gazett 0 0 2 0 0
hubei 0 2 0 0 0
penetr 1 0 0 2 3
presenc 6 1 2 5 1
7261000 0 0 0 0 2
hurtado 2 0 0 0 0
subroto 9 0 0 0 0
268 0 1 1 1 12
1047 0 0 0 0 3
3148420 0 0 0 0 2
equilibrium 0 1 3 0 0
pick 4 1 9 2 3
curtail 4 0 6 1 2
ltqslt 0 0 0 0 2
929000 0 0 0 0 3
pre 0 0 0 0 2
failur 5 0 6 6 4
4712 0 0 0 0 2
takeov 4 0 0 146 20
jeep 0 0 0 4 0
modifi 0 2 3 2 2
618 0 1 8 0 5
accommod 0 0 2 0 1
defin 1 2 2 4 2
christi 4 0 0 1 0
cautious 1 0 1 0 2
oneyear 0 2 0 1 1
kopparberg 0 0 0 2 0
bp 9 0 0 13 2
prairi 0 0 0 2 0
23 7 14 11 42 137
ltbp 1 0 0 7 0
mckinnon 0 0 0 0 2
1382 1 0 1 0 2
1343 0 0 1 0 1
7252 0 0 0 2 0
ltoshm 0 0 0 0 2
shoe 0 0 0 8 6
595 1 1 0 1 2
bilion 1 0 0 1 3
jf 0 0 0 1 1
alpin 0 0 0 1 1
amoco 6 0 0 0 0
duesseldorf 0 0 4 0 0
wall 1 0 1 36 9
1314 0 0 0 0 2
anglia 0 2 0 0 0
ltrenouf 0 0 0 3 0
rescu 1 0 1 0 1
122p 0 0 0 0 2
firm 28 11 35 210 44
ltabi 0 0 0 2 2
ltdca 0 0 0 2 0
fish 2 2 0 1 0
harperrow 0 0 0 3 0
variou 5 8 8 29 11
ltfdx 0 0 0 2 1
731 0 0 0 0 7
1153 0 0 0 1 5
506 0 2 0 0 8
ltnorth 1 0 0 1 0
properti 10 1 0 44 84
trail 0 0 1 0 3
318000 0 0 0 0 2
628000 2 0 0 0 3
edit 0 1 0 5 1
ltnorthern 0 0 0 2 0
herebi 1 0 0 1 0
motor 0 0 4 26 16
olbvvi 0 0 0 0 2
1982 5 6 3 5 8
integr 1 3 4 28 7
1955 1 0 0 0 1
sulbath 0 0 0 0 2
tighten 4 3 9 0 1
169275 0 0 0 0 2
bernstein 1 0 0 0 3
incent 18 7 4 5 3
681 0 0 0 0 3
52500 0 4 0 0 0
45 4 6 7 35 95
holm 2 0 0 1 3
reinstat 0 0 0 1 6
991 0 1 0 0 1
basi 5 13 19 46 42
twoday 4 0 3 0 0
573 0 0 0 0 3
3167 1 0 0 0 1
macmillan 1 0 0 0 2
nakason 0 0 8 2 0
mutual 0 1 2 28 7
1660 1 0 0 0 3
minorco 0 0 0 0 3
1990 11 14 1 4 7
sahr 0 0 0 2 0
1661000 0 0 0 0 2
unawar 0 0 0 2 0
weekend 7 5 10 5 1
touch 0 1 5 0 3
ltnovamin 0 0 0 2 0
owe 4 1 3 4 3
rebound 3 0 10 0 4
merg 1 2 0 77 7
919000 0 0 0 0 2
itali 2 14 11 15 3
ltead 0 0 0 0 3
17000 1 1 0 3 3
interest 39 23 97 242 140
462 0 0 0 1 4
longstand 2 0 0 0 0
aid 9 37 13 10 10
1922 0 0 0 0 2
spell 2 6 1 0 1
comptrol 0 0 0 2 0
enter 9 6 22 60 9
sell 29 21 50 341 43
1232 1 0 0 0 2
argyl 0 0 0 2 1
harristeet 0 0 0 0 2
convey 0 2 0 3 0
volvo 0 0 0 1 2
760 1 1 0 1 1
cosmet 0 0 0 4 3
span 0 0 1 2 0
vine 0 0 0 3 1
ltmtc 0 0 0 4 0
regi 0 0 0 2 2
971 0 0 0 0 3
countervail 0 4 0 0 0
paidup 0 0 0 1 1
eight 19 15 26 51 183
775 0 0 2 4 2
klm 0 0 0 5 0
publick 0 0 0 0 2
gp 0 0 0 0 2
cool 2 3 4 2 0
lot 4 8 8 8 7
southwestern 0 2 0 2 5
day 117 24 46 71 19
ltbramalea 0 0 0 0 2
112000 0 0 0 0 7
thomson 0 0 0 2 6
longdist 0 0 0 0 2
sensor 0 0 0 2 0
729 0 0 0 0 2
ltrth 0 0 0 0 2
c 1 9 2 21 7
stagnat 0 1 1 0 2
jamaica 2 3 0 0 0
belgrad 0 3 0 0 0
alabama 1 1 0 3 1
lb 0 8 0 0 0
bhp 0 0 0 3 3
overnight 0 8 19 6 0
hormuz 6 0 0 0 0
linse 0 2 0 0 0
contradict 1 0 1 0 0
straw 0 0 0 2 0
1300 2 1 4 2 2
excess 5 9 13 20 13
mth 0 0 0 0 314
liabil 2 0 6 27 24
mickelberri 0 0 0 1 2
craig 0 0 3 2 0
pulp 0 0 0 4 5
prorat 1 0 0 5 0
outset 0 0 0 3 0
soon 12 11 22 29 10
westminst 0 0 1 0 1
sara 0 0 0 2 0
complet 20 15 9 299 50
southfield 0 0 0 1 1
rest 7 8 10 13 15
contractu 2 1 0 3 0
bankamerica 0 0 1 10 7
ltsrd 1 0 0 4 0
signup 0 16 0 0 0
4628 0 0 0 0 2
gover 1 1 0 0 1
midyear 1 1 1 1 2
roch 0 0 0 1 1
76 2 3 2 7 38
unpaid 0 1 0 2 0
wedg 0 0 0 2 0
trip 0 5 3 0 0
606 0 0 1 0 6
reelect 0 0 1 0 1
1043 0 0 0 0 3
371 0 0 0 3 7
wheatproduc 0 2 0 0 0
826 0 0 0 0 3
outofcourt 0 0 0 2 1
ltbsv 0 0 0 0 2
2258 0 0 0 0 2
ltskb 0 0 0 1 1
protocol 1 1 0 0 0
959 0 0 0 0 2
carryov 0 2 0 0 4
1506 0 0 0 2 0
acceler 3 1 10 7 7
9900000 0 0 0 0 2
wyatt 0 0 0 2 0
nigel 3 0 14 0 0
setback 1 1 0 0 1
closer 1 1 6 3 0
sought 3 4 5 17 4
mln 163 167 156 727 1672
rentacar 0 0 0 0 2
conform 0 0 0 0 3
refer 8 7 16 15 3
industri 81 31 94 252 233
1357000 0 0 0 0 2
monarch 0 0 0 1 1
heighten 0 2 0 0 1
8238 0 0 0 0 2
seali 0 0 0 1 1
kilo 0 3 0 0 0
2257000 0 0 0 0 2
anyway 0 0 1 1 0
mcdonnel 0 0 0 2 0
167 2 6 3 0 18
peseta 0 1 3 0 1
343 2 0 0 0 8
gear 0 0 0 7 2
lthi 0 0 0 1 1
forecast 14 29 71 8 66
posit 23 11 28 64 46
restart 2 0 1 0 0
incom 8 15 8 22 214
508000 0 0 0 0 2
esystem 0 0 0 0 2
permit 5 8 3 17 3
131000 0 0 0 0 3
imposit 1 0 4 0 1
ltpcc 0 0 0 15 0
stage 4 10 7 7 11
1015 1 0 1 0 1
7305000 0 0 0 0 2
mid1990 2 0 0 1 1
cam 0 3 0 0 0
4812 0 0 0 2 0
srw 0 3 0 0 0
gene 0 2 0 0 0
le 0 0 0 5 1
similiar 0 0 2 0 0
textil 1 0 2 2 1
ye 0 0 2 0 0
grower 0 31 0 2 0
2869000 0 0 0 0 2
1381 1 0 0 0 2
206 0 2 2 1 9
effort 11 13 20 44 16
pearl 3 0 0 0 0
ameritrust 0 0 0 2 2
2227000 0 0 0 0 2
4997 0 0 0 1 1
2466000 0 0 0 0 2
balanc 14 12 42 31 46
wari 0 2 5 1 1
unsolicit 0 0 0 23 0
breadmak 0 2 0 0 0
50000 13 10 1 6 7
austrian 0 0 1 1 1
revenu 31 6 1 74 133
came 11 2 18 12 11
1533 0 0 0 0 3
bristolmy 0 0 0 2 1
ltprsl 0 0 0 2 1
1088 0 0 0 1 1
lttei 0 0 0 1 2
sirrin 0 0 0 0 2
774 0 0 0 1 2
fulli 5 2 9 43 17
144 4 1 1 3 20
26315 0 0 2 0 0
269 2 0 0 0 3
harwood 0 0 2 0 0
li 0 0 0 2 2
5386000 0 0 0 0 2
exit 0 0 0 1 1
2421000 0 0 0 0 2
382 0 0 0 0 6
ltlft 0 0 0 2 0
bert 0 2 0 0 1
442 1 0 2 2 2
barrick 0 0 0 2 0
1417 0 0 0 0 3
nazionali 0 0 0 2 0
nonconsolid 0 0 0 2 4
carib 1 0 0 0 1
lttridel 0 0 0 0 2
ltabx 0 0 0 2 0
3093000 0 0 0 0 2
pertin 0 0 0 2 0
ltbkfgf 0 0 0 0 2
hj 0 0 0 1 5
abdulrahim 2 0 0 0 0
fund 9 6 98 67 68
956 0 0 0 1 1
timet 0 1 0 2 0
specialti 0 0 0 22 9
ltparipa 0 0 0 0 2
crush 0 1 0 1 0
strong 17 15 31 21 63
heck 0 0 0 1 3
proven 7 0 2 4 3
tap 3 0 2 1 0
inabl 1 0 0 1 2
1463 0 0 0 0 3
dispatch 1 2 0 0 0
765 0 0 1 1 2
ltbkn 0 0 0 2 3
twelv 0 0 1 0 4
remov 7 3 11 18 6
gd 0 0 0 2 0
210 1 8 1 2 10
onethird 2 3 1 7 4
careplu 0 0 0 1 1
ltgrand 0 0 0 2 0
247000 0 0 0 0 4
seattl 0 1 0 9 0
738 1 0 0 0 3
6516 0 0 3 0 0
lttoyot 0 0 0 3 0
airmov 0 0 0 2 0
statutori 0 1 0 1 1
competit 16 32 17 28 29
deterg 0 0 0 1 2
placement 1 0 1 8 4
credibl 0 0 7 2 1
87p 0 0 0 0 2
joint 9 12 15 47 19
986000 0 0 0 0 3
money 4 4 189 15 8
8500000 0 0 0 1 1
best 6 4 9 28 13
interfirst 0 0 0 1 2
3598 1 0 0 0 1
170yearold 0 0 0 2 0
676 0 1 0 0 7
285 1 3 1 1 15
690000 0 0 0 1 1
2209 0 0 0 0 2
australasia 0 0 0 0 2
indeped 2 0 0 0 0
bidder 2 0 4 20 0
confus 0 2 5 1 2
ago 22 30 15 26 60
160000 1 1 0 1 0
sausag 0 0 0 1 1
advanc 2 20 22 28 15
der 0 2 0 0 0
rapese 0 7 0 0 0
efp 2 0 0 0 0
cri 0 0 0 0 3
settl 6 1 2 7 2
arb 0 0 0 0 2
tamura 0 0 2 1 0
rapid 1 2 13 5 4
rationalis 1 0 0 1 4
releas 15 18 13 26 27
3706 0 0 0 0 2
midmonth 0 1 1 0 0
88 4 0 1 1 27
albert 1 3 1 2 2
9500 0 2 0 2 0
high 31 34 51 40 39
persh 0 0 0 2 0
iroquoi 0 0 0 1 1
cogener 0 0 0 2 0
5054844 0 0 0 0 2
6882 0 0 0 0 2
6951000 0 0 0 0 2
91 1 1 1 7 22
length 1 0 1 2 1
bleak 3 0 0 0 0
stockdraw 2 0 0 0 0
849180 0 0 0 0 2
rape 0 3 0 0 0
rosemari 1 0 0 1 0
3056000 0 0 0 0 2
togeth 5 2 8 27 10
spokesmen 1 0 0 5 0
ltgre 0 0 0 0 3
enact 1 2 1 1 0
sandra 0 0 0 2 0
recess 6 1 8 3 2
ltariadn 0 0 0 2 0
refurbish 0 0 0 1 2
late 14 24 38 46 22
chemclear 0 0 0 1 1
dickey 0 0 0 2 0
leighpemberton 0 0 1 2 0
ltm 0 0 0 3 1
ltqintex 0 0 0 4 0
kaufman 0 0 1 1 3
ltacst 0 0 0 1 2
avert 3 2 1 0 0
sichuan 0 4 0 0 0
comecon 0 0 2 0 0
tanaka 0 0 2 0 0
unpublish 0 2 0 0 0
ford 0 0 0 4 8
237000 0 0 1 1 0
colour 0 0 0 0 3
avana 0 0 0 1 1
airway 0 0 1 3 10
belong 1 1 0 4 1
eas 9 6 40 4 7
flew 2 0 0 0 0
norway 7 0 0 2 2
384 1 0 0 2 4
categori 2 1 9 1 2
trackag 0 0 0 2 0
ltmetromedia 0 0 0 1 1
95 1 7 7 16 26
underestim 1 1 1 0 0
likelihood 2 1 1 3 2
alarm 0 0 2 1 0
fumio 0 0 0 6 0
2312000 0 0 0 1 2
949 0 0 0 0 2
ual 0 0 0 4 2
porter 0 1 0 1 0
1841000 0 0 0 0 3
ltht 2 0 0 9 0
alter 7 2 4 4 1
quaker 0 0 0 4 3
respond 6 4 10 17 6
suitor 0 0 0 12 0
ltaero 0 0 0 1 2
melvin 0 3 0 0 0
ownership 3 0 0 44 9
360 1 0 3 1 8
studio 0 0 0 3 0
suchard 0 0 0 2 2
eaten 0 1 0 0 1
prudentialbach 0 0 0 3 1
parcel 0 0 0 5 0
pittston 0 0 0 2 0
fed 1 1 75 7 0
figur 25 48 26 9 114
marco 1 0 0 5 0
persuad 2 1 7 1 0
ltmitsi 0 0 0 2 0
worthwhil 0 2 0 1 0
agricola 0 0 0 2 0
698 0 0 0 0 5
desir 5 2 6 7 2
cycl 2 1 0 0 5
387000 0 0 0 0 4
ltekr 0 0 0 0 2
624000 0 0 0 0 2
interact 0 0 0 1 1
560 0 3 2 0 3
regrett 0 0 0 2 0
protectionist 2 1 13 0 1
protest 4 5 3 2 0
zero 3 8 4 2 0
914 0 0 0 1 1
richmond 0 0 1 2 0
heligmey 0 0 0 0 2
ltaivjj 0 0 0 0 2
alejandro 0 2 0 0 0
617000 0 0 0 0 4
1004000 0 0 0 0 2
rent 1 1 1 0 1
struggl 2 0 2 2 2
metal 1 1 3 20 9
pctowner 0 0 0 1 1
468 0 1 0 0 5
renouf 0 0 0 4 0
deem 1 1 0 1 1
2285000 0 0 0 0 3
levi 1 6 1 2 0
preceed 0 0 0 1 2
stat 3 0 0 0 0
ltchemic 0 0 0 3 0
3109 0 0 0 1 1
4577000 0 0 0 0 2
1267 1 0 0 0 3
oecd 5 1 3 0 0
148 1 2 9 6 26
clearer 0 0 3 0 0
135 8 6 3 8 38
germain 0 0 1 2 0
485000 0 0 0 0 3
junior 0 0 0 5 2
144000 1 0 0 0 1
test 11 2 16 7 7
topeka 0 0 0 2 0
boon 2 0 0 2 1
restraint 4 0 2 4 2
43 2 5 1 10 67
558800 0 0 0 0 2
373000 0 0 0 0 2
accrual 0 0 0 0 3
114712 0 0 0 0 2
eaux 0 0 0 1 2
twothird 9 3 1 5 2
vision 0 0 2 1 0
factor 9 9 48 18 31
centr 1 1 8 7 8
ltguinl 0 0 0 5 1
su 0 0 2 3 0
treasur 0 0 4 4 0
houston 7 1 0 11 9
ltmnst 0 0 0 3 1
212000 0 1 0 0 2
nonresidenti 0 0 0 3 0
nigeria 8 2 2 0 0
233 2 0 0 1 11
unlik 5 10 27 10 8
1991 2 2 0 4 4
1906000 0 0 0 0 2
uncertain 1 5 5 4 8
indonesia 11 8 2 1 0
ltccn 0 0 0 1 1
376 0 2 2 1 5
heavili 4 2 6 4 3
organis 11 5 8 16 3
1562 1 0 0 0 1
716 0 1 3 1 5
4043 1 0 0 0 1
impati 0 0 1 1 0
wouldnt 0 1 1 2 1
2925000 0 0 0 0 3
503 0 0 0 0 12
ltbwrlf 0 0 0 2 0
chavin 0 0 0 2 0
hoechst 1 0 0 1 5
constitut 0 1 1 6 0
2498 0 0 0 2 1
112 3 4 3 4 35
3670000 0 0 0 0 2
ident 1 0 1 2 1
ltjpn 0 0 0 3 0
ltlk 0 0 0 2 1
bob 1 3 0 1 0
depositor 0 0 1 2 0
tam 0 0 2 0 0
ltmcorp 0 0 0 0 2
attain 2 2 0 1 3
reschedul 1 1 3 1 4
ltlifi 0 0 0 0 2
handler 0 4 0 0 0
785000 0 0 0 1 4
jointli 1 1 6 16 0
ltcag 0 0 0 3 2
deduct 4 1 0 0 8
410 1 1 0 1 10
mckesson 0 0 0 2 0
rotat 0 2 0 1 0
wilhelm 0 0 0 2 1
cp 0 0 0 1 2
sportswear 0 0 0 2 1
554000 0 1 0 0 2
delta 1 1 0 7 1
nino 0 2 0 0 0
1084 1 0 0 0 4
tbond 0 1 1 0 0
sensit 0 0 8 1 0
daili 26 19 19 13 4
950 1 0 3 4 5
forseeabl 0 0 0 1 2
saudi 33 6 11 0 1
stricter 2 0 2 0 0
heart 3 2 2 4 1
lid 0 0 1 0 1
892 0 0 0 0 2
orion 0 0 0 1 1
can 0 1 0 1 1
richest 0 0 0 2 0
seriou 5 10 7 12 5
weiss 0 0 0 1 1
fullydilut 0 0 0 2 0
863 0 0 0 0 4
87000 0 1 0 0 3
