359 428 535 1617 2848
mistak 0 0 1 0 0
advisor 0 0 1 26 4
60 18 9 2 43 70
overtim 0 0 0 0 3
ltalet 0 0 0 0 1
ltbuff 0 0 0 1 1
1826000 0 0 0 0 1
1042000 0 0 0 1 7
critic 7 6 3 7 2
gasekt 0 0 0 0 1
62986 0 0 0 0 1
6617000 0 0 0 0 1
967000 0 1 0 0 1
chemlawn 0 0 0 19 0
9834 0 0 0 0 1
9457000 0 0 0 0 1
petrocelli 0 0 0 1 0
martel 0 2 0 0 0
roar 0 0 1 0 0
06 1 0 2 1 1
598000 0 0 0 0 3
golf 0 0 0 1 0
16465000 0 0 0 0 1
slowli 0 3 1 2 4
stateown 9 2 0 16 7
ltwmk 0 0 0 0 1
15930 0 0 1 0 0
ltucu 0 0 0 2 2
316000 0 0 0 1 3
qualfi 0 0 0 0 1
isabgarron 1 0 0 0 0
8032798 0 0 0 0 1
2424 0 0 1 0 0
365897 0 1 0 0 0
stolt 0 1 0 0 0
ltadam 0 0 0 1 0
yilin 0 0 1 0 0
ltbuva 0 0 0 0 1
ltjem 0 0 0 0 1
ltcyacq 0 0 0 3 0
ana 0 0 0 2 0
fiscal 9 15 27 18 131
ltulg 0 0 0 1 0
6592 0 0 0 0 1
ltpalla 0 0 0 1 0
nilsson 0 0 0 3 0
986 0 0 0 0 1
14070 0 1 0 0 0
726 0 0 0 0 3
bond 2 4 25 23 13
234745 0 0 0 0 1
keewatin 0 0 0 1 0
capistrano 0 0 0 1 0
eggrel 0 0 0 1 0
534p 0 0 0 0 1
china 10 41 3 5 9
skorea 0 0 1 0 0
digim 0 0 0 0 2
discount 11 2 44 7 15
814000 0 0 0 0 1
4181 0 0 0 0 1
114 2 1 4 6 32
cigra 0 2 0 0 0
2049 0 0 0 0 1
oscil 0 0 1 0 0
1705 1 0 0 0 1
ltcapit 0 0 0 1 0
94263 0 0 0 0 1
ltwei 0 0 0 0 2
797000 0 0 0 0 1
lexington 0 0 0 1 0
full 4 10 17 32 166
108000 0 0 0 0 5
fomc 0 0 1 0 0
union 20 65 10 35 16
1325755 0 0 0 0 2
1581894 0 0 0 0 1
mitchel 2 0 1 1 4
maxim 1 0 0 6 0
friendli 2 3 0 15 0
end1987 0 1 0 1 2
328889 0 0 0 0 1
147 4 3 4 2 21
amtorg 0 1 0 0 0
oneandonehalf 0 0 0 0 1
cera 2 0 0 0 0
2195 2 0 1 0 1
731000 0 0 0 0 3
144403 0 0 0 0 1
creditanstaltbankverein 0 0 0 1 2
ltmajv 0 0 0 0 1
5921828 0 0 0 0 1
cheroke 0 0 0 0 2
642p 0 0 0 0 1
9049000 0 0 0 0 1
419758 0 0 0 0 1
214p 0 0 0 1 1
macroeconom 0 0 1 0 0
clothier 0 0 0 0 2
lear 1 0 0 5 1
febr 4 0 0 0 0
committ 0 0 2 0 0
surcharg 1 0 1 0 0
18dlrashar 0 0 0 1 0
dollardenomin 0 1 0 0 1
garmais 0 0 0 0 1
teccor 0 0 0 1 0
handicap 0 0 0 1 0
ltmfm 0 0 0 0 1
3932 0 1 0 0 0
companyown 0 0 0 2 4
29532 0 0 0 0 1
hovercraft 0 0 0 0 1
yugoslav 1 3 0 0 0
9980000 0 0 0 0 1
lobster 0 0 0 0 1
5mar1987 0 0 0 0 1
oust 0 1 0 1 0
114108000 0 0 0 0 1
3802 0 0 0 0 1
ten 2 11 2 13 10
ltamag 0 0 0 1 0
475p 0 0 0 1 1
ltcop 0 0 0 0 2
inevit 3 0 6 0 1
ltarc 3 0 0 1 2
1440 0 1 0 0 0
deviat 0 0 1 1 0
caldwel 0 0 2 0 0
underway 2 4 1 6 2
kirkuk 1 0 0 0 0
2840000 0 0 0 0 1
ltbristol 0 0 0 1 0
overse 1 1 0 1 3
4804500 0 1 0 0 0
vongarlem 0 1 0 0 0
periodioc 0 0 0 1 0
1306875 0 0 0 0 1
1807000 0 0 0 0 2
811836 0 0 0 0 1
37059000 0 0 0 1 0
positioncombin 0 0 0 0 1
heublein 0 0 0 1 0
flood 0 11 2 1 0
peltz 0 0 0 0 1
9489000 0 0 0 0 2
anybodi 0 1 1 2 1
twicepostpon 1 0 0 0 0
sky 0 1 0 0 0
4584000 0 0 0 0 1
upright 0 0 0 0 1
391000 0 0 0 0 1
79069 0 0 0 0 1
9669000 0 0 0 0 1
1962000 0 0 0 0 1
own 14 2 0 223 54
ltkoba 0 0 0 2 0
1916000 0 0 0 0 1
9726000 0 0 0 0 1
lthso 0 0 0 0 1
ltrosskopf 0 0 0 1 0
acquist 0 0 0 2 0
545 0 0 3 0 3
1732000 0 0 0 0 1
1686559 0 0 0 0 1
shelbi 0 0 0 1 0
yemen 0 2 0 0 0
3223 0 0 0 0 1
olymp 0 0 0 0 1
6358000 0 0 0 0 1
1770 0 0 0 0 2
1324 2 0 0 0 4
astra 0 0 0 1 0
ltagsi 0 0 0 0 1
37 10 8 4 15 63
1304 0 0 0 0 2
ltroi 0 0 0 1 0
ltqrah 0 0 0 0 2
onebillioncanadiandlr 0 0 0 0 1
missouri 0 4 0 1 1
480p 0 0 0 1 0
rever 0 0 0 0 1
100941 0 0 1 0 0
permian 2 0 0 0 1
opffer 0 0 0 1 0
eskimo 1 0 0 0 0
station 5 0 0 20 8
299930 0 0 0 0 3
2258216 0 0 0 0 1
bink 0 0 0 0 1
ltsoaf 0 0 0 0 1
459067 0 1 0 0 0
guardman 0 0 0 1 0
fluxtuat 0 0 1 0 0
brennan 0 0 0 0 1
1515 0 0 0 0 1
1805229 0 0 0 0 1
gruntal 0 0 0 0 1
humana 0 0 0 1 3
trane 0 0 0 0 1
73653000 0 0 0 1 0
indent 0 0 0 1 0
milo 0 1 0 0 0
magangu 1 0 0 0 0
727 0 0 2 1 4
449 0 0 0 0 2
190p 0 0 0 1 0
103384 0 0 0 0 1
rigor 0 0 0 1 0
duffi 0 0 0 1 0
3770341 0 0 0 0 3
1359273 0 0 0 0 1
2834 0 0 0 0 1
amfac 0 0 0 1 0
13908000 0 0 0 0 1
lttdgll 0 0 0 0 1
par 1 0 1 4 10
1974 1 0 3 0 0
caputo 0 1 0 0 0
convest 0 0 0 0 1
revelv 0 0 0 1 0
satisfactorili 2 0 0 0 1
ltchv 6 0 0 0 0
walt 0 0 0 6 0
1545 1 0 0 0 3
shallow 1 0 0 0 0
ukasta 0 1 0 0 0
sequest 0 0 0 2 0
infusaid 0 0 0 0 1
trace 1 0 0 0 0
3651505 0 0 0 0 1
2537803 0 0 0 0 1
an 1 0 0 0 0
fin 0 0 0 0 3
handelsgesmbh 0 0 0 0 1
widen 2 2 7 1 2
5299000 0 0 0 0 1
0 0 4 0 0 1
ltlana 0 0 0 0 1
denounc 0 0 1 0 0
178101 0 0 0 0 1
660 2 0 0 1 3
electrosound 0 0 0 0 1
armand 0 0 0 0 1
camdessu 0 0 2 0 0
fetch 1 0 0 4 0
guangxi 0 2 0 0 0
graingrow 0 1 0 0 0
ltalfl 0 0 0 0 1
ltibjtt 1 0 0 0 1
amsterdam 0 0 0 2 2
121000 0 1 0 0 1
harder 1 1 4 2 0
invari 0 0 1 0 0
grave 0 1 0 0 0
georgia 1 0 0 4 3
1750000 0 0 0 2 2
laggard 0 0 0 0 1
ltels 0 0 0 0 2
bran 0 1 0 0 0
heyman 0 0 0 2 0
ltsfgd 0 0 0 0 1
129250 0 1 0 0 0
hann 0 0 0 0 1
5600 0 1 0 0 0
thirteenth 0 0 0 0 1
18679090 0 0 0 0 1
jetti 2 0 0 0 0
ltne 0 0 0 0 2
weekday 1 0 0 0 0
ltgcbk 0 0 0 0 1
epicentr 1 0 0 0 0
2175 0 0 0 1 0
olivetti 0 0 0 2 0
cultur 1 0 0 1 0
nearbi 7 4 1 0 0
17259000 0 0 0 0 1
unfavor 0 1 0 0 1
canron 0 0 0 0 1
gsx 0 0 0 0 1
2082 0 0 0 0 1
whitesonli 0 0 1 0 0
of 0 0 3 0 0
ltstki 0 0 0 0 1
6545722 0 0 0 0 1
1317 0 0 0 0 1
ltcityquest 0 0 0 1 0
futjitsu 0 0 0 1 0
1161 0 0 0 0 1
16075 0 0 2 0 0
ltbrli 0 0 0 0 1
8441000 0 0 0 0 2
3254000 0 0 0 0 1
9827784 0 0 0 0 1
shandong 0 1 0 0 0
549 0 1 0 1 5
1505 0 0 0 0 3
variti 0 0 0 0 5
289649 0 0 0 0 2
90875 0 0 0 0 1
2117 0 0 0 0 2
18230 0 0 0 0 1
varlen 0 0 0 0 1
gari 1 0 0 3 0
1833000 0 0 0 0 1
unrel 1 0 0 6 1
internchang 0 0 0 0 1
bei 0 0 0 1 1
16440 0 0 1 0 0
ltshell 0 0 0 0 3
hager 0 0 1 0 0
ltavp 0 0 0 1 1
2234768 0 0 0 0 1
26500 0 2 0 0 0
ltoi 0 0 0 3 0
eischen 0 0 0 1 0
cryssen 1 0 0 0 0
ltfpc 0 0 0 1 0
620000 0 1 0 0 2
pyro 0 0 0 0 1
15584 0 0 0 0 1
7155 0 0 0 0 1
230000 1 0 0 1 5
snowcov 0 1 0 0 0
16080 0 0 1 0 0
578900 0 0 0 0 2
1760 1 0 0 0 0
amsterdamrotterdam 0 0 1 0 0
superfund 1 0 0 0 1
renato 0 0 0 1 0
clearli 2 2 12 3 3
ltoryx 0 0 0 1 0
especi 1 5 21 5 10
rowleysch 0 0 0 0 1
denver 0 1 0 4 1
bigger 3 1 3 2 1
anglo 0 0 0 1 3
1993000 0 0 0 0 1
unibancorp 0 0 0 0 1
preproduct 0 0 0 1 0
materialis 0 0 1 0 1
lthd 0 0 0 0 1
reopen 5 9 2 10 4
muddi 0 1 0 1 0
4086 0 0 1 0 0
10mark 0 0 0 0 1
30p 0 0 0 1 1
techic 0 0 0 1 0
burlington 0 2 0 3 2
lm 0 0 0 4 0
10day 0 0 3 2 0
2590000 0 0 0 1 0
3291 0 0 0 0 1
dedic 1 0 0 3 0
midday 1 3 8 3 2
5415000 0 0 0 0 2
micron 0 0 0 0 2
aviat 1 0 0 31 7
scotland 3 0 0 0 0
anew 1 0 0 0 0
reevalu 0 0 0 3 0
lttx 9 0 0 0 0
4723 0 0 0 0 1
qassem 3 0 0 0 0
3425000 0 0 0 0 1
hrw 0 2 0 0 0
5438000 0 0 0 0 1
ltadna 0 0 0 0 1
dirsrupt 0 0 0 1 0
caught 1 0 2 1 1
ltnum 0 0 0 0 1
pari 2 8 103 8 2
2524000 0 0 0 0 1
bud 0 1 1 1 0
6322 0 0 0 0 1
cruis 0 0 0 1 2
highlyerod 0 1 0 0 0
390000 0 1 0 0 0
fransi 0 0 0 0 1
cartel 6 0 1 3 0
3931580 0 0 0 0 1
fernald 0 0 0 1 0
1101675 0 0 1 0 0
hazelhoff 0 0 0 0 1
camera 0 0 0 1 2
arab 20 0 11 1 1
ltsunll 0 0 0 0 1
prefenti 1 0 0 0 0
18063 0 0 1 0 0
30055 0 0 2 0 0
123650 0 0 0 0 1
gmbh 0 0 1 2 1
ltpubo 0 0 0 0 2
15juli 0 1 0 0 0
knowledg 0 3 1 2 0
laval 0 0 0 1 1
1461 1 0 0 0 0
ltmacedon 0 0 0 1 0
taxfre 0 0 0 3 13
951902 0 0 0 0 1
depositari 0 0 0 3 3
1910000 0 0 0 0 3
483100 0 1 0 0 0
156200000 0 0 0 0 1
3953822 0 0 0 0 1
robertson 0 0 0 2 0
2621778 0 0 0 0 1
annoy 0 0 2 0 0
joel 0 0 0 2 1
ltautrex 0 0 0 0 1
1920 0 0 0 0 1
accu 0 3 0 0 0
1520797 0 0 0 0 1
milan 0 0 0 5 0
1612624 0 0 0 0 1
ltcaphhk 0 0 0 0 3
strait 10 0 0 1 3
3264000 0 0 0 0 1
33p 0 0 0 0 2
rate 33 31 249 24 98
6778000 0 0 0 0 1
49669 0 0 0 0 1
ltbusi 0 0 0 1 0
havew 0 0 0 1 0
lthudson 0 0 0 1 1
3970 0 0 0 0 1
reclam 0 0 0 2 1
558000 0 0 0 0 1
4000 2 3 0 2 3
dlrsm 0 0 0 0 1
5180000 0 0 0 0 1
362000 0 0 0 0 3
foyergomez 0 0 0 1 0
accuray 0 0 0 1 1
16mar1987 0 0 1 1 0
2899189 0 0 0 0 1
15p 0 0 0 1 1
ltih 0 0 0 0 2
1329 0 0 0 1 0
14144000 0 0 0 0 1
window 0 0 2 1 0
1897000 0 0 0 1 1
marsh 0 0 0 0 1
beaver 0 0 0 1 0
7424292 0 0 0 1 0
kraft 0 0 0 1 0
guag 0 0 0 1 0
overhang 0 0 0 2 0
multiperil 0 0 0 0 1
barring 0 0 0 0 1
ltlotoquik 0 0 0 1 0
lthyo 0 0 0 2 0
2617528 0 0 0 0 1
18371000 0 0 0 0 1
239 0 2 0 0 17
18002 0 0 1 0 0
unprofit 0 0 0 1 5
ltqtec 0 0 0 0 1
ltbren 0 0 0 0 1
lttelecom 0 0 0 1 0
ltfput 0 0 0 0 1
accompani 2 1 2 3 6
cobanco 0 0 0 0 1
questech 0 0 0 0 1
ltpetrofina 1 0 0 0 0
holling 0 0 0 1 0
yale 0 0 0 1 0
chester 0 0 0 1 0
ltpanin 0 0 0 0 1
florestai 0 0 0 1 0
ltbtrxlon 0 0 0 1 0
2161000 0 0 0 0 1
855000 0 0 0 2 1
36400 0 0 0 0 1
ken 0 0 0 1 0
5321000 0 0 0 0 1
immedi 21 9 12 43 11
longterm 3 6 9 22 21
3181805 0 0 0 0 1
termloan 0 0 0 0 1
elf 1 0 0 1 0
saskatchewan 1 0 0 2 0
metzenbaum 0 0 0 2 0
singleplan 0 0 0 1 0
718 1 0 0 1 1
gase 0 0 0 1 2
mont 0 0 0 2 0
329 0 1 0 1 9
prefabr 0 0 0 1 0
salem 0 0 0 2 1
1845532 0 0 0 0 1
1995000 0 0 0 0 1
brasil 3 0 2 0 1
ltgfc 0 0 0 2 0
dec 2 0 0 6 122
comput 1 1 1 43 32
636000 0 0 0 0 3
lomak 0 0 0 1 0
edibl 0 3 0 0 0
octsept 0 2 0 0 0
3071000 0 0 0 0 1
nymex 3 0 0 0 0
ltaim 0 0 0 0 1
pumpprim 0 0 0 0 1
2935734 0 0 0 0 1
6302000 0 0 0 0 1
icn 0 0 0 3 2
lawsuit 1 0 0 16 6
come 27 20 46 23 28
1445 1 0 0 0 2
3680000 0 0 0 0 1
seeker 0 0 0 1 0
spethmann 0 0 0 0 2
ltcma 0 0 0 0 1
bankcanada 0 0 0 0 3
houstonbas 2 0 0 3 2
tell 3 7 9 13 2
job 9 2 6 7 10
ltforvaltn 0 0 0 1 0
ln 0 0 0 1 5
1788406 0 0 0 0 1
livingwel 0 0 0 1 1
fibr 0 0 0 4 3
kk 0 0 0 1 1
omnicom 0 0 0 0 3
endow 0 0 0 1 0
citat 0 0 0 1 0
belownorm 0 1 0 0 0
rrt 2 0 0 0 0
wqith 0 0 0 0 1
222720 0 0 0 0 1
4834000 0 0 0 0 1
1850000 0 0 0 0 2
ltnor 0 0 0 6 0
fat 0 1 0 1 0
1915 1 0 0 1 2
austin 0 1 0 0 0
8519677 0 0 0 0 1
5944000 0 0 0 0 1
2791 0 0 0 0 1
ltasu 0 0 0 2 0
ltmalr 0 0 0 1 0
correctedmicropro 0 0 0 0 1
2969000 0 0 0 0 1
4757000 0 0 0 0 1
584 0 0 0 0 1
6714000 0 0 0 0 1
hermet 0 0 0 1 0
3446348 0 0 0 0 1
bryan 0 0 0 2 0
shippingtohotel 1 0 0 0 0
gail 0 2 0 0 0
5942000 0 0 0 0 1
lticx 0 0 0 1 0
brougher 0 0 0 1 1
ltpik 0 0 0 1 0
lthpu 0 0 0 1 0
106147 0 0 0 0 1
ltsecond 0 0 0 1 0
6974554 0 0 0 0 1
w 2 2 0 10 4
2374000 0 0 0 0 3
rebat 0 12 0 0 1
207000 0 0 0 0 1
democrat 3 3 2 1 0
e 2 1 0 11 7
honor 0 1 0 2 0
thunholm 0 0 0 1 0
unfriendli 0 0 0 2 0
174373 0 0 0 0 2
147214 0 1 0 0 0
arisen 0 0 1 2 1
5855000 0 0 0 0 1
5037819 0 0 0 0 1
5088065 0 0 0 0 1
torrenti 0 1 0 0 0
1414000 0 0 0 0 1
abbey 0 0 0 0 1
040 0 0 0 0 1
3789000 0 0 0 0 1
ambank 0 0 0 0 1
myr 0 0 0 1 0
7041000 0 0 0 0 1
4547 0 0 0 0 1
ltgmc 0 0 0 0 1
1978 1 3 4 2 3
abl 11 10 8 20 16
1256 0 0 0 0 5
chicheng 0 0 3 0 0
ltsyo 0 0 0 1 0
penwest 0 0 0 0 1
nick 0 0 0 1 0
boart 0 0 0 1 0
9972379 0 0 0 0 1
irvin 0 0 0 5 0
55200 0 1 0 0 0
allegi 0 0 0 1 0
liber 1 3 5 0 1
ademco 0 0 0 1 0
25p 0 0 0 0 1
audio 0 0 0 2 3
unlimit 0 1 1 1 0
1609 0 0 0 0 1
ltwalter 1 0 0 0 0
3035000 0 0 0 0 2
12691000 0 0 0 0 1
lttgt 2 0 0 2 0
1058000 0 0 0 0 1
lttscol 0 0 0 4 1
hispanoil 1 0 0 0 0
fonderen 0 0 0 1 0
today 89 58 194 134 74
1675 1 0 0 0 0
basiu 0 0 0 1 0
privatelyheld 1 0 0 31 1
44700 0 1 0 0 0
4446000 0 0 0 0 1
geodyn 1 0 0 0 0
9414000 0 0 0 0 1
successsaid 0 0 1 0 0
ltvrln 0 0 0 0 1
kindercar 0 0 0 0 2
abov 0 0 0 0 1
ltteviy 0 0 0 1 0
fouryear 0 0 3 2 1
3020000 0 0 0 0 1
alway 2 6 4 4 6
giscard 0 0 2 0 0
tightlip 0 1 0 0 0
bpltbp 1 0 0 0 0
savannah 0 0 0 1 2
3951000 0 0 0 0 1
chinesebuilt 2 0 0 0 0
iggi 0 0 1 0 0
ltsssv 0 0 0 0 1
ltmultistep 0 0 0 0 1
ucpb 0 0 0 3 0
allegheney 0 0 0 1 0
kenneth 1 0 6 2 3
tidal 0 0 0 0 1
sgl 0 0 0 1 0
hazard 0 0 0 4 1
grab 0 0 0 1 0
leroy 0 0 0 4 0
1026000 0 0 0 0 1
414 0 0 0 1 7
9899038 0 0 0 0 1
ltfmtc 0 0 0 0 1
jointventur 1 0 1 0 2
archer 0 5 0 0 0
778 0 0 1 1 1
1932 0 1 0 0 1
dlrcommon 0 0 0 0 1
plan 55 44 38 253 148
barit 1 0 0 0 0
finalis 0 0 0 2 1
4602000 0 0 0 0 1
yrend 0 0 0 0 2
goldfield 0 0 0 1 1
minstar 0 0 0 6 1
1230 0 0 1 0 0
dole 0 3 0 0 0
ltdisc 0 0 0 0 1
1171 0 0 1 0 0
106300 0 0 0 0 2
walywn 0 0 0 0 1
8932000 0 0 0 0 1
140000 4 1 1 0 6
fluctat 0 0 1 0 0
835 1 0 0 0 1
expens 4 5 5 35 83
hackl 0 0 0 0 1
taggart 0 0 0 1 0
527000 0 0 0 0 1
bahamasbas 0 0 0 2 0
13070000 0 0 0 0 1
25530 0 0 0 1 0
45696 0 0 0 1 0
ltabnna 0 0 0 1 1
micropro 0 0 0 0 1
troutman 0 0 0 1 0
lesley 0 0 0 0 1
3695465 0 0 0 0 1
shipmetn 0 0 0 0 1
embarrass 0 1 0 0 0
2815000 0 0 0 0 1
requst 0 0 0 1 0
7338 0 0 0 0 1
immunolog 0 0 0 0 1
buyer 13 10 6 38 3
asher 0 0 0 4 0
1023 0 0 0 0 1
athen 6 0 0 2 0
4 5 4 3 6 13
ltur 0 0 0 0 2
yaik 0 1 0 0 0
823 0 0 0 0 1
ltat 0 0 0 1 0
205p 0 0 0 1 0
creditwatch 0 0 0 1 0
23391 0 1 0 0 0
lutterbach 0 0 0 0 1
egpc 1 0 0 0 0
mercuri 0 0 0 0 3
purus 0 0 0 1 1
465 0 1 0 1 10
ltstrata 0 0 0 1 0
3154673 0 0 0 0 1
ltshu 0 0 0 0 1
59922 0 0 0 0 1
merced 0 0 0 0 1
sponsor 1 3 2 2 1
bernard 0 2 0 0 2
3370000 0 0 0 0 1
30969 0 0 0 0 1
gottesman 0 0 0 1 0
bayvet 0 0 0 0 1
ltqltv 0 0 0 0 1
ltgrph 0 0 0 1 0
2543366 0 0 0 0 1
ltbt 0 0 0 1 2
chapter 2 0 0 6 13
ltsamsung 0 0 0 0 1
dilig 0 0 0 8 0
amylum 0 0 0 2 0
tucson 0 0 0 1 0
undergon 0 0 0 1 1
9229 0 1 0 0 0
ltfivc 0 0 0 0 1
178 2 5 0 3 35
recommend 13 6 8 35 32
ouput 1 0 0 0 0
argentinabrazil 0 1 0 0 0
1400000 0 0 0 1 2
1327 0 0 0 0 3
macao 0 0 0 0 1
5081953 0 0 0 0 1
ltnpsgu 0 0 0 0 1
expatri 1 1 1 0 0
1113000 0 0 0 0 1
517333 0 0 0 0 1
eve 0 0 1 0 0
758 0 0 0 1 3
shareholdr 0 0 0 1 0
12th 0 0 0 3 3
centrewest 0 1 0 0 0
14685 0 1 0 0 0
bath 0 0 1 0 1
chipmak 0 0 0 1 0
ltpsi 0 0 0 1 5
ltgdb 0 0 0 0 1
dutchshel 8 0 0 0 3
child 0 1 0 0 1
stewart 1 0 0 1 0
rochest 0 0 0 3 2
ltkebo 0 0 0 1 0
usproduc 0 2 0 0 0
14289 0 0 0 0 1
draugen 1 0 0 0 0
2nd 0 0 0 0 146
9351000 0 0 0 0 1
varieti 0 7 1 8 3
1100000 0 0 0 2 4
music 0 0 0 0 4
3429 0 0 0 2 0
nl 0 0 0 1 4
kinzoku 0 0 0 1 0
fcl 0 0 0 1 0
belief 4 2 5 7 0
baromet 1 1 0 0 0
ltdibk 0 0 0 0 1
189000 0 1 0 0 1
ltmo 0 0 0 0 1
7276517 0 0 0 0 1
ltanwi 0 0 0 0 1
yellowknif 0 0 0 0 1
2344200 0 0 0 0 1
1310000 0 0 0 0 1
ltreut 0 0 0 0 1
bsm 0 1 0 0 0
syria 0 2 0 0 0
1711 0 0 0 0 1
ltmikr 0 0 0 0 1
274 0 0 1 1 8
princeton 0 0 0 1 0
effecit 0 0 0 0 1
331 1 0 0 0 4
porta 0 0 0 0 1
243400share 0 0 0 1 0
479 0 0 0 1 10
gull 0 0 0 0 1
1019000 0 0 0 0 1
market 79 115 329 196 131
ltprull 0 0 0 0 1
256 0 1 0 2 18
375061 0 0 0 0 1
1299 0 0 0 1 4
bicoast 0 0 0 2 0
ltomcm 0 0 0 0 3
sweden 4 0 0 18 2
3289 0 0 0 0 1
webber 0 0 0 1 1
ceasar 0 0 0 3 0
55000 4 1 0 2 3
mind 6 4 3 3 0
demandsuppli 0 1 0 0 0
toppl 0 0 0 1 0
brittani 0 0 0 0 1
consign 0 1 0 0 0
incorrectli 1 0 0 0 0
typic 1 1 0 6 0
hayesalbion 0 0 0 2 0
wilton 0 0 0 0 1
labour 7 2 5 0 0
459000 0 0 0 0 1
18 51 15 16 40 136
carryforward 0 0 0 4 61
ltstoss 0 0 0 2 3
undersea 0 0 0 1 0
kilometr 1 0 0 0 1
admiss 1 0 0 2 0
flower 0 0 0 0 4
zeitung 0 0 1 0 0
1509 0 0 0 0 1
9882 0 0 0 0 2
celebr 2 0 1 0 0
diy 0 0 0 1 0
cravath 0 0 0 1 0
silverton 0 0 0 1 0
1554 1 0 0 0 0
type 1 4 5 5 2
frenchown 1 0 0 0 0
3864 0 0 1 0 0
78375 0 0 0 1 0
planter 0 1 0 5 1
stress 3 9 12 4 4
geotherm 0 0 0 0 4
sedimentari 1 0 0 0 0
acquisiton 0 0 0 2 0
walmart 0 0 0 0 3
1091392 0 0 0 0 2
witheld 0 0 0 1 0
rwev 0 0 0 0 1
5391666 0 0 0 0 1
ltvisa 0 0 0 0 1
flour 0 16 0 2 0
32868 1 0 0 0 0
960 0 0 1 0 5
0902 1 0 0 0 0
peguricas 0 0 0 1 0
116843 0 0 0 0 1
struther 0 0 0 0 1
britishbas 0 1 0 0 0
1031 0 0 0 1 1
9606 0 1 0 0 0
1278529 0 0 0 0 1
verein 0 0 0 0 1
11908000 0 0 0 0 1
artra 0 0 0 0 1
13member 1 0 0 0 0
1910 0 0 0 0 1
scheme 3 3 0 2 2
9325 0 0 0 3 0
oneforon 0 0 0 6 1
174500 0 0 0 0 1
henan 0 4 0 0 0
6287000 0 0 0 0 1
im 2 2 4 3 6
seizer 0 0 0 1 0
longhaul 0 0 0 2 0
mangement 0 0 0 1 0
2799 0 0 1 0 0
54993 0 0 0 1 0
871000 0 0 0 0 4
ltbigb 0 0 0 0 1
7808000 0 0 0 0 1
1apr1987 1 1 0 0 0
tune 0 0 2 1 1
3054457 0 0 0 0 1
1992 2 3 3 3 4
2278842 0 0 0 0 1
obstinaci 0 0 1 0 0
lombard 0 0 6 1 0
8544 0 0 0 0 1
9168000 0 0 0 0 1
ah 0 0 0 0 2
undevelop 3 0 0 1 1
2653 0 0 0 0 1
157690 0 0 0 0 1
reduic 0 0 0 0 1
10019828 0 0 0 0 1
inelig 0 1 1 0 0
546423 0 1 0 0 0
1679 0 0 0 0 3
superstor 0 0 0 1 0
8102 0 1 0 0 0
4013000 0 0 0 0 1
und 0 1 0 4 8
ouray 0 0 0 1 0
284 1 1 2 1 7
2184000 0 0 0 0 1
fell 36 17 47 11 62
least 17 28 16 55 24
ltwclb 0 0 0 0 1
5516 0 0 2 0 0
555722 0 0 0 0 1
ltclev 0 0 0 0 1
cpl 0 0 0 0 3
786p 0 0 0 0 1
ltpnl 0 0 0 1 0
2939619 0 0 0 0 1
ltsax 0 0 0 0 1
9421000 0 0 0 0 1
ltansi 0 0 0 1 2
578p 0 0 0 1 0
1766000 0 0 0 0 2
ltbacnys 0 0 0 1 0
mina 0 0 0 2 0
deplet 14 0 0 0 2
430200 0 0 0 1 0
mantha 0 0 0 1 0
norcen 0 0 0 0 1
reloc 0 1 0 5 1
lama 0 0 0 1 0
state 90 71 65 90 45
ashland 1 0 0 1 2
5011000 0 0 0 0 2
mv 0 0 0 1 0
guernsey 0 0 0 1 0
montreallak 0 1 0 0 0
14630 0 0 1 0 0
nume 0 0 0 0 1
carri 20 7 10 15 20
arrear 0 0 4 0 0
3908000 0 0 0 0 2
ltrt 0 0 0 1 2
pierr 0 0 0 4 0
7501209 0 0 0 0 1
turnaround 2 0 1 4 2
foregon 0 1 0 0 0
ltblack 0 0 0 1 0
dlrswarrant 0 0 0 1 0
eastern 7 8 2 7 2
ltcsx 0 0 0 2 2
ltdm 0 0 0 1 1
fullcost 0 0 0 0 1
14620 0 0 1 0 0
1481703 0 0 0 0 1
westfield 0 0 0 1 0
main 30 18 38 16 11
effect 47 25 49 43 105
lessen 6 3 3 3 1
1364453 0 0 0 0 1
post 33 10 3 23 47
1450 1 1 0 3 3
ltdgtc 0 0 0 0 1
monthlong 3 0 0 1 0
myrtl 0 2 0 0 0
eldorado 0 0 0 0 1
7269000 0 0 0 0 1
paperboard 0 0 0 1 0
978000 0 0 0 0 1
2432179 0 0 0 0 1
lesson 3 0 1 0 0
cartier 0 1 0 0 0
3621000 0 0 0 0 1
402925 0 0 0 1 0
familiar 0 1 0 2 3
ltski 0 0 0 1 1
robinss 0 0 0 0 1
2742000 0 0 0 0 1
willingess 1 0 0 0 0
465000 0 1 0 0 0
608181 0 0 0 0 2
1821 0 0 0 0 1
5823 0 0 0 0 1
ltbga 0 0 0 0 1
43006 0 0 0 0 2
unauthor 0 0 0 1 0
5722000 0 0 0 0 1
ltturbo 0 0 0 0 1
799 0 0 0 0 1
1066 1 0 0 0 1
jiffi 0 0 0 1 0
romania 0 1 0 0 0
scatter 0 3 0 1 0
3875 0 0 1 0 0
demis 0 1 0 0 0
networkltcmnt 0 0 0 1 0
9603000 0 0 0 0 1
555 0 1 0 0 3
prepay 0 0 1 1 2
prevail 1 5 9 0 1
slight 0 4 3 2 0
lufeng 2 0 0 0 0
lu 0 0 1 0 0
